gene_id	ERR458494_1	ERR458493_1	ERR458493_2	ERR458494_2
YDL103C	63	65	65	63
YDL102W	40	39	39	40
YDL101C	22	30	30	22
YDL100C	320	331	331	320
YDL099W	87	85	85	87
YDL098C	7	8	8	7
YDL097C	363	352	352	363
YDL096C	23	21	21	23
YDL095W	248	232	232	248
YDL094C	0	5	5	0
YDL093W	49	53	53	49
YDL092W	66	63	63	66
YDL091C	43	33	33	43
YDL090C	25	46	46	25
YDL089W	26	27	27	26
YDL088C	61	63	63	61
YDL087C	28	24	24	28
YDL086W	188	148	148	188
YDL086C-A	112	83	83	112
YDL085C-A	17	21	21	17
YDL085W	7	6	6	7
YDL084W	399	420	420	399
YDL083C	929	983	983	929
YDL082W	585	606	606	585
YDL081C	716	829	829	716
YDL080C	70	45	45	70
YDL079C	92	95	95	92
YDL078C	235	240	240	235
YDL077C	31	40	40	31
YDL076C	59	50	50	59
YDL075W	1120	1160	1160	1120
snR63	6	8	8	6
YDL074C	51	53	53	51
YDL073W	51	46	46	51
YDL072C	227	249	249	227
YDL071C	6	12	12	6
YDL070W	132	146	146	132
YDL069C	12	9	9	12
YDL068W	7	6	6	7
YDL067C	22	34	34	22
YDL066W	200	220	220	200
YDL065C	44	49	49	44
YDL064W	44	37	37	44
YDL063C	11	14	14	11
YDL062W	0	0	0	0
YDL061C	382	405	405	382
YDL060W	77	67	67	77
YDL059C	15	22	22	15
YDL058W	71	72	72	71
YDL057W	10	28	28	10
YDL056W	41	44	44	41
YDL055C	1607	1684	1684	1607
tK(UUU)D	0	0	0	0
YDL054C	73	62	62	73
YDL053C	61	63	63	61
YDL052C	151	152	152	151
YDL051W	88	112	112	88
YDL050C	39	55	55	39
YDL049C	32	36	36	32
YDL048C	219	168	168	219
YDL047W	71	68	68	71
YDL046W	217	229	229	217
YDL045W-A	36	37	37	36
YDL045C	66	56	56	66
YDL044C	12	9	9	12
YDL043C	17	23	23	17
YDL042C	21	26	26	21
YDL041W	3	3	3	3
YDL040C	109	111	111	109
YDL039C	173	191	191	173
YDL037C	28	30	30	28
YDL036C	19	24	24	19
YDL035C	75	64	64	75
YDL034W	5	5	5	5
YDL033C	10	22	22	10
YDL032W	1	4	4	1
YDL031W	60	57	57	60
YDL030W	26	22	22	26
YDL029W	345	371	371	345
YDL028C	39	41	41	39
YDL027C	56	57	57	56
YDL026W	18	19	19	18
YDL025C	126	137	137	126
YDL025W-A	16	30	30	16
YDL024C	2	4	4	2
YDL022C-A	0	0	0	0
tA(AGC)D	0	0	0	0
YDL023C	76	62	62	76
YDL022W	658	681	681	658
YDL021W	25	10	10	25
YDL020C	103	103	103	103
YDL019C	222	203	203	222
YDL018C	23	19	19	23
YDL017W	24	21	21	24
YDL016C	13	25	25	13
YDL015C	134	137	137	134
YDL014W	695	665	665	695
YDL013W	71	74	74	71
YDL012C	80	63	63	80
YDL011C	8	7	7	8
YDL010W	32	27	27	32
YDL009C	17	18	18	17
YDL008W	52	44	44	52
tT(AGU)D	0	0	0	0
YDL007C-A	0	0	0	0
tS(AGA)D1	0	0	0	0
YDL007W	287	323	323	287
YDL006W	39	40	40	39
YDL005C	78	66	66	78
YDL004W	120	108	108	120
YDL003W	36	34	34	36
YDL002C	33	16	16	33
YDL001W	12	15	15	12
YDR001C	287	283	283	287
YDR002W	385	361	361	385
YDR003W	60	56	56	60
YDR003W-A	11	14	14	11
YDR004W	26	26	26	26
YDR005C	48	41	41	48
YDR006C	72	79	79	72
YDR007W	67	68	68	67
YDR008C	31	32	32	31
YDR009W	17	13	13	17
YDR010C	3	3	3	3
YDR011W	283	287	287	283
YDR012W	508	476	476	508
YDR013W	19	19	19	19
YDR014W	7	2	2	7
YDR014W-A	0	2	2	0
YDR015C	0	1	1	0
YDR016C	30	25	25	30
YDR017C	86	84	84	86
YDR018C	13	5	5	13
YDR019C	176	167	167	176
YDR020C	8	9	9	8
YDR021W	6	1	1	6
YDR022C	20	15	15	20
tV(UAC)D	0	0	0	0
YDR023W	347	360	360	347
YDR024W	0	5	5	0
YDR025W	1266	1306	1306	1266
YDR026C	41	63	63	41
YDR027C	68	70	70	68
YDR028C	304	286	286	304
YDR029W	0	4	4	0
YDR030C	14	6	6	14
YDR031W	6	11	11	6
YDR032C	297	311	311	297
YDR033W	651	640	640	651
YDR034C	39	41	41	39
YDR034C-D	1	2	2	1
YDR034C-C	0	0	0	0
tL(UAA)D	0	0	0	0
YDR034C-A	0	1	1	0
tQ(UUG)D1	0	0	0	0
YDR034W-B	5	4	4	5
YDR035W	378	382	382	378
YDR036C	65	59	59	65
YDR037W	850	792	792	850
YDR038C	13	21	21	13
YDR039C	0	0	0	0
YDR040C	20	18	18	20
YDR041W	71	68	68	71
YDR042C	1	1	1	1
snR47	3	0	0	3
YDR043C	19	15	15	19
YDR044W	283	253	253	283
YDR045C	17	37	37	17
YDR046C	316	318	318	316
YDR047W	115	102	102	115
YDR048C	1	0	0	1
YDR049W	22	28	28	22
YDR050C	5603	5855	5855	5603
YDR051C	34	49	49	34
YDR052C	61	60	60	61
YDR053W	8	9	9	8
YDR054C	168	177	177	168
YDR055W	274	285	285	274
YDR056C	119	113	113	119
YDR057W	48	57	57	48
YDR058C	13	15	15	13
tR(UCU)D	0	0	0	0
tD(GUC)D	0	0	0	0
YDR059C	31	33	33	31
YDR060W	83	72	72	83
YDR061W	56	57	57	56
YDR062W	210	224	224	210
YDR063W	44	47	47	44
YDR064W	1511	1542	1542	1511
YDR065W	9	10	10	9
YDR066C	11	13	13	11
YDR067C	36	33	33	36
YDR068W	62	68	68	62
YDR069C	37	36	36	37
YDR070C	14	7	7	14
YDR071C	113	105	105	113
YDR072C	165	176	176	165
YDR073W	86	88	88	86
YDR074W	814	742	742	814
YDR075W	13	11	11	13
YDR076W	14	8	8	14
YDR077W	5202	5211	5211	5202
YDR078C	5	7	7	5
YDR079W	4	11	11	4
YDR079C-A	7	9	9	7
YDR080W	21	30	30	21
YDR081C	39	51	51	39
YDR082W	20	17	17	20
YDR083W	14	23	23	14
YDR084C	55	57	57	55
YDR085C	90	115	115	90
YDR086C	101	110	110	101
YDR087C	54	51	51	54
YDR088C	30	41	41	30
tR(ACG)D	0	0	0	0
YDR089W	83	79	79	83
YDR090C	38	46	46	38
YDR091C	64	70	70	64
YDR092W	80	89	89	80
YDR093W	286	284	284	286
YDR094W	67	62	62	67
YDR095C	8	7	7	8
YDR096W	156	152	152	156
YDR097C	35	42	42	35
YDR098C	92	70	70	92
tQ(UUG)D2	0	0	0	0
YDR098C-B	5	0	0	5
YDR098C-A	0	0	0	0
YDR099W	296	334	334	296
YDR100W	37	32	32	37
YDR101C	36	38	38	36
YDR102C	3	0	0	3
YDR103W	38	48	48	38
YDR104C	19	18	18	19
YDR105C	62	49	49	62
YDR106W	0	2	2	0
tI(AAU)D	0	0	0	0
YDR107C	36	36	36	36
YDR108W	34	31	31	34
YDR109C	34	34	34	34
YDR110W	26	25	25	26
YDR111C	49	53	53	49
YDR112W	5	7	7	5
YDR113C	36	42	42	36
YDR114C	14	18	18	14
YDR115W	49	49	49	49
YDR116C	66	60	60	66
YDR117C	48	45	45	48
YDR118W	12	6	6	12
YDR118W-A	3	2	2	3
YDR119W	80	83	83	80
YDR119W-A	12	15	15	12
YDR120C	43	42	42	43
YDR121W	33	41	41	33
YDR122W	208	190	190	208
YDR123C	13	11	11	13
YDR124W	12	9	9	12
YDR125C	10	5	5	10
YDR126W	20	28	28	20
YDR127W	307	328	328	307
YDR128W	82	72	72	82
YDR129C	462	479	479	462
YDR130C	26	18	18	26
YDR131C	17	9	9	17
YDR132C	16	18	18	16
YDR133C	546	523	523	546
YDR134C	817	786	786	817
YDR135C	226	259	259	226
YDR136C	2	1	1	2
YDR137W	32	41	41	32
YDR138W	32	22	22	32
YDR139C	39	48	48	39
YDR140W	18	21	21	18
YDR141C	80	71	71	80
YDR142C	23	40	40	23
YDR143C	86	91	91	86
YDR144C	66	76	76	66
YDR145W	115	116	116	115
YDR146C	36	48	48	36
YDR147W	25	22	22	25
YDR148C	159	147	147	159
YDR149C	3	3	3	3
YDR150W	128	142	142	128
YDR151C	46	51	51	46
YDR152W	101	116	116	101
YDR153C	77	74	74	77
YDR154C	2362	2291	2291	2362
YDR155C	3263	3170	3170	3263
YDR156W	33	30	30	33
YDR157W	10	4	4	10
YDR158W	456	525	525	456
YDR159W	41	41	41	41
YDR160W	55	60	60	55
YDR161W	47	45	45	47
YDR162C	45	49	49	45
YDR163W	22	20	20	22
YDR164C	31	59	59	31
YDR165W	40	54	54	40
YDR166C	40	35	35	40
YDR167W	51	76	76	51
YDR168W	75	78	78	75
YDR169C	99	76	76	99
YDR169C-A	1	0	0	1
YDR170C	232	238	238	232
tQ(UUG)D3	0	0	0	0
YDR170W-A	16	19	19	16
YDR171W	474	537	537	474
YDR172W	280	309	309	280
YDR173C	20	24	24	20
YDR174W	223	209	209	223
YDR175C	57	51	51	57
YDR176W	82	80	80	82
YDR177W	119	136	136	119
YDR178W	119	118	118	119
YDR179C	1	1	1	1
YDR179W-A	6	6	6	6
YDR180W	12	24	24	12
YDR181C	29	38	38	29
YDR182W	91	77	77	91
YDR182W-A	1	1	1	1
YDR183W	11	18	18	11
YDR183C-A	1	0	0	1
YDR184C	12	7	7	12
YDR185C	14	22	22	14
YDR186C	166	141	141	166
YDR187C	89	94	94	89
YDR188W	486	486	486	486
YDR189W	92	88	88	92
YDR190C	225	189	189	225
YDR191W	12	11	11	12
YDR192C	34	26	26	34
YDR193W	13	9	9	13
YDR194C	76	64	64	76
YDR194W-A	0	0	0	0
YDR195W	15	19	19	15
YDR196C	75	79	79	75
YDR197W	12	16	16	12
YDR198C	20	16	16	20
YDR199W	9	11	11	9
YDR200C	44	45	45	44
YDR201W	23	25	25	23
YDR202C	36	38	38	36
YDR203W	9	13	13	9
YDR204W	69	92	92	69
YDR205W	42	38	38	42
YDR206W	101	95	95	101
YDR207C	60	54	54	60
YDR208W	76	49	49	76
YDR209C	121	135	135	121
YDR210W	89	96	96	89
YDR210W-B	0	0	0	0
YDR210W-A	0	0	0	0
YDR210C-D	7	4	4	7
YDR210C-C	2	1	1	2
tI(UAU)D	0	0	0	0
YDR211W	124	105	105	124
YDR212W	209	202	202	209
YDR213W	83	51	51	83
YDR214W	168	140	140	168
YDR215C	2	2	2	2
YDR216W	50	51	51	50
YDR217C	38	45	45	38
YDR218C	0	1	1	0
YDR219C	22	29	29	22
YDR220C	0	0	0	0
YDR221W	58	61	61	58
YDR222W	5	10	10	5
YDR223W	16	13	13	16
YDR224C	569	567	567	569
YDR225W	568	663	663	568
YDR226W	513	543	543	513
YDR227W	25	34	34	25
YDR228C	29	50	50	29
YDR229W	73	69	69	73
YDR230W	20	23	23	20
YDR231C	43	39	39	43
YDR232W	176	200	200	176
YDR233C	294	281	281	294
YDR234W	91	94	94	91
YDR235W	20	17	17	20
YDR236C	48	40	40	48
YDR237W	50	44	44	50
YDR238C	301	294	294	301
YDR239C	24	33	33	24
YDR240C	9	12	12	9
YDR241W	3	3	3	3
tY(GUA)D	0	0	0	0
YDR242W	36	22	22	36
YDR243C	21	23	23	21
YDR244W	69	52	52	69
YDR245W	117	123	123	117
YDR246W	74	73	73	74
YDR246W-A	10	10	10	10
YDR247W	61	70	70	61
YDR248C	27	32	32	27
YDR249C	9	6	6	9
YDR250C	1	1	1	1
YDR251W	196	239	239	196
YDR252W	4	6	6	4
YDR253C	24	15	15	24
YDR254W	20	28	28	20
YDR255C	35	35	35	35
YDR256C	28	21	21	28
YDR257C	32	42	42	32
YDR258C	178	156	156	178
YDR259C	8	7	7	8
YDR260C	35	35	35	35
YDR261C	108	104	104	108
tS(AGA)D2	0	0	0	0
YDR261W-B	4	4	4	4
YDR261W-A	1	3	3	1
YDR261C-D	8	7	7	8
YDR261C-C	0	0	0	0
tG(GCC)D2	2	1	1	2
YDR262W	76	73	73	76
YDR263C	5	5	5	5
YDR264C	154	181	181	154
YDR265W	28	35	35	28
YDR266C	47	51	51	47
YDR267C	57	91	91	57
YDR268W	17	26	26	17
YDR269C	4	5	5	4
YDR270W	35	34	34	35
YDR271C	5	6	6	5
YDR272W	65	56	56	65
YDR273W	13	19	19	13
YDR274C	36	43	43	36
YDR275W	46	42	42	46
YDR276C	427	394	394	427
YDR277C	195	172	172	195
YDR278C	0	0	0	0
tE(CUC)D	0	0	0	0
YDR279W	23	17	17	23
YDR280W	87	75	75	87
YDR281C	19	16	16	19
YDR282C	14	13	13	14
YDR283C	66	45	45	66
YDR284C	90	105	105	90
YDR285W	12	10	10	12
YDR286C	16	13	13	16
YDR287W	44	59	59	44
YDR288W	18	18	18	18
YDR289C	47	49	49	47
YDR290W	3	3	3	3
YDR291W	40	49	49	40
YDR292C	116	137	137	116
YDR293C	396	451	451	396
YDR294C	190	193	193	190
YDR295C	26	23	23	26
YDR296W	101	111	111	101
YDR297W	192	182	182	192
YDR298C	117	78	78	117
YDR299W	14	16	16	14
YDR300C	98	85	85	98
YDR301W	66	67	67	66
YDR302W	18	20	20	18
YDR303C	42	48	48	42
YDR304C	212	231	231	212
YDR305C	12	36	36	12
YDR306C	42	38	38	42
tV(CAC)D	0	0	0	0
YDR307W	36	38	38	36
YDR308C	20	18	18	20
YDR309C	64	49	49	64
YDR310C	109	79	79	109
YDR311W	48	58	58	48
YDR312W	15	16	16	15
YDR313C	26	22	22	26
YDR314C	12	10	10	12
YDR315C	14	14	14	14
YDR316W	20	22	22	20
tF(GAA)D	0	0	0	0
YDR316W-B	0	0	0	0
YDR316W-A	0	0	0	0
YDR317W	7	12	12	7
YDR318W	19	14	14	19
YDR319C	27	46	46	27
YDR320C	37	37	37	37
YDR320C-A	26	21	21	26
YDR320W-B	0	0	0	0
YDR321W	142	128	128	142
YDR322W	44	32	32	44
YDR322C-A	45	45	45	45
YDR323C	2	10	10	2
YDR324C	32	28	28	32
YDR325W	31	27	27	31
YDR326C	70	58	58	70
YDR327W	199	186	186	199
YDR328C	351	345	345	351
YDR329C	89	88	88	89
YDR330W	102	107	107	102
YDR331W	44	38	38	44
YDR332W	25	22	22	25
YDR333C	51	58	58	51
YDR334W	100	116	116	100
YDR335W	153	162	162	153
YDR336W	27	13	13	27
YDR337W	29	36	36	29
YDR338C	31	46	46	31
YDR339C	27	41	41	27
tX(XXX)D	0	0	0	0
YDR340W	0	2	2	0
YDR341C	255	259	259	255
YDR342C	765	682	682	765
YDR343C	473	402	402	473
YDR344C	3	3	3	3
YDR345C	3344	3487	3487	3344
YDR346C	260	240	240	260
YDR347W	83	84	84	83
YDR348C	161	159	159	161
YDR349C	133	136	136	133
tM(CAU)D	0	0	0	0
YDR350C	44	23	23	44
YDR351W	42	51	51	42
YDR352W	48	42	42	48
YDR353W	638	642	642	638
YDR354W	147	131	131	147
YDR354C-A	42	32	32	42
YDR355C	1	2	2	1
YDR356W	31	32	32	31
YDR357C	10	8	8	10
YDR358W	82	97	97	82
YDR359C	59	52	52	59
YDR360W	1	5	5	1
YDR361C	43	51	51	43
YDR362C	36	41	41	36
YDR363W	25	23	23	25
tK(CUU)D1	0	0	0	0
YDR363W-A	59	79	79	59
YDR364C	20	17	17	20
YDR365C	186	167	167	186
YDR365W-B	0	2	2	0
YDR365W-A	0	0	0	0
YDR366C	1	0	0	1
YDR367W	28	33	33	28
YDR368W	105	111	111	105
YDR369C	27	20	20	27
YDR370C	23	26	26	23
YDR371W	26	29	29	26
YDR371C-A	1	2	2	1
YDR372C	152	153	153	152
YDR373W	52	47	47	52
YDR374C	1	0	0	1
YDR374W-A	7	4	4	7
YDR375C	44	47	47	44
YDR376W	38	43	43	38
YDR377W	73	83	83	73
YDR378C	71	66	66	71
YDR379W	88	90	90	88
YDR379C-A	3	4	4	3
YDR380W	45	56	56	45
YDR381W	197	191	191	197
YDR381C-A	19	18	18	19
YDR382W	1492	1544	1544	1492
YDR383C	12	23	23	12
YDR384C	81	70	70	81
YDR385W	282	292	292	282
YDR386W	17	21	21	17
YDR387C	59	59	59	59
YDR388W	453	440	440	453
YDR389W	55	67	67	55
YDR390C	74	80	80	74
tG(CCC)D	0	0	0	0
YDR391C	96	108	108	96
YDR392W	52	61	61	52
YDR393W	39	29	29	39
YDR394W	338	339	339	338
YDR395W	80	73	73	80
YDR396W	71	58	58	71
YDR397C	86	58	58	86
YDR398W	81	85	85	81
YDR399W	220	221	221	220
YDR400W	27	22	22	27
YDR401W	1	0	0	1
YDR402C	4	1	1	4
YDR403W	1	4	4	1
YDR404C	83	61	61	83
YDR405W	134	92	92	134
YDR406W	236	234	234	236
YDR406W-A	0	5	5	0
YDR407C	57	63	63	57
YDR408C	211	177	177	211
YDR409W	55	45	45	55
YDR410C	32	25	25	32
YDR411C	66	78	78	66
YDR412W	40	33	33	40
YDR413C	34	32	32	34
YDR414C	31	17	17	31
YDR415C	45	41	41	45
YDR416W	22	29	29	22
YDR417C	591	648	648	591
YDR418W	782	825	825	782
YDR419W	21	29	29	21
tS(AGA)D3	0	0	0	0
YDR420W	86	64	64	86
YDR421W	58	55	55	58
YDR422C	55	56	56	55
YDR423C	47	49	49	47
YDR424C	85	71	71	85
YDR425W	28	36	36	28
YDR426C	9	8	8	9
YDR427W	94	108	108	94
YDR428C	25	23	23	25
YDR429C	352	365	365	352
YDR430C	88	113	113	88
YDR431W	0	2	2	0
YDR432W	663	658	658	663
YDR433W	313	343	343	313
YDR434W	79	66	66	79
YDR435C	95	72	72	95
YDR436W	93	88	88	93
YDR437W	16	9	9	16
YDR438W	21	26	26	21
YDR439W	23	30	30	23
YDR440W	32	35	35	32
YDR441C	33	41	41	33
YDR442W	16	19	19	16
YDR443C	60	61	61	60
YDR444W	24	30	30	24
YDR445C	6	6	6	6
tK(CUU)D2	0	0	0	0
YDR446W	0	1	1	0
YDR447C	469	491	491	469
YDR448W	26	21	21	26
YDR449C	11	19	19	11
YDR450W	1273	1329	1329	1273
YDR451C	38	34	34	38
YDR452W	174	174	174	174
YDR453C	28	22	22	28
YDR454C	167	153	153	167
YDR455C	4	12	12	4
YDR456W	75	105	105	75
YDR457W	185	204	204	185
YDR458C	40	47	47	40
YDR459C	25	25	25	25
YDR460W	42	35	35	42
YDR461W	65	63	63	65
YDR461C-A	31	31	31	31
YDR462W	46	35	35	46
YDR463W	59	61	61	59
YDR464W	40	45	45	40
YDR464C-A	3	5	5	3
YDR465C	68	103	103	68
YDR466W	79	81	81	79
YDR467C	16	19	19	16
YDR468C	58	50	50	58
YDR469W	39	22	22	39
YDR470C	42	55	55	42
YDR471W	703	695	695	703
snR13	0	3	3	0
YDR472W	33	40	40	33
YDR473C	15	33	33	15
YDR475C	117	112	112	117
YDR476C	198	221	221	198
YDR477W	132	137	137	132
YDR478W	7	6	6	7
YDR479C	108	107	107	108
YDR480W	27	25	25	27
YDR481C	314	324	324	314
YDR482C	96	75	75	96
YDR483W	253	304	304	253
YDR484W	19	26	26	19
YDR485C	52	53	53	52
YDR486C	51	62	62	51
YDR487C	253	290	290	253
YDR488C	28	45	45	28
YDR489W	21	20	20	21
YDR490C	80	71	71	80
YDR491C	13	6	6	13
YDR492W	72	61	61	72
YDR493W	18	19	19	18
YDR494W	49	54	54	49
YDR495C	23	21	21	23
YDR496C	38	39	39	38
YDR497C	758	818	818	758
YDR498C	44	42	42	44
YDR499W	25	29	29	25
YDR500C	908	894	894	908
YDR501W	8	11	11	8
YDR502C	307	310	310	307
YDR503C	27	19	19	27
YDR504C	2	4	4	2
YDR505C	63	66	66	63
YDR506C	26	31	31	26
tL(CAA)D	0	0	0	0
YDR507C	62	43	43	62
YDR508C	223	219	219	223
YDR509W	9	8	8	9
YDR510W	158	170	170	158
YDR510C-A	28	25	25	28
YDR511W	26	32	32	26
YDR512C	42	30	30	42
YDR513W	121	106	106	121
YDR514C	28	26	26	28
YDR515W	16	28	28	16
YDR516C	1285	1306	1306	1285
YDR517W	229	285	285	229
YDR518W	68	51	51	68
YDR519W	48	65	65	48
YDR520C	13	15	15	13
YDR521W	4	2	2	4
YDR522C	4	0	0	4
YDR523C	0	2	2	0
YDR524C	44	38	38	44
YDR524W-C	100	105	105	100
YDR524C-B	3294	3441	3441	3294
YDR524C-A	0	0	0	0
YDR525W	2	0	0	2
YDR525W-A	18	18	18	18
YDR526C	11	10	10	11
YDR527W	42	56	56	42
snR84	12	6	6	12
YDR528W	10	10	10	10
YDR529C	70	83	83	70
YDR530C	107	101	101	107
YDR531W	69	71	71	69
YDR532C	14	14	14	14
YDR533C	21	31	31	21
YDR534C	103	95	95	103
YDR535C	2	1	1	2
YDR536W	11	8	8	11
YDR537C	18	19	19	18
YDR538W	20	25	25	20
YDR539W	68	70	70	68
YDR540C	10	5	5	10
YDR541C	32	40	40	32
YDR542W	0	0	0	0
YDR543C	0	0	0	0
YDR544C	0	0	0	0
YDR545W	0	0	0	0
YDR545C-A	0	0	0	0
YIL177C	3	0	0	3
YIL177W-A	1	0	0	1
YIL176C	0	0	0	0
YIL175W	0	0	0	0
YIL174W	0	0	0	0
YIL173W	0	2	2	0
YIL172C	0	0	0	0
YIL171W-A	0	0	0	0
YIL171W	4	1	1	4
YIL170W	9	7	7	9
YIL169C	319	289	289	319
YIL168W	4	7	7	4
YIL167W	9	16	16	9
YIL166C	7	8	8	7
YIL165C	26	36	36	26
YIL164C	47	44	44	47
YIL163C	1	2	2	1
YIL162W	223	192	192	223
YIL161W	22	12	12	22
YIL160C	15	13	13	15
YIL159W	11	11	11	11
YIL158W	36	30	30	36
YIL157C	55	73	73	55
YIL156W-A	27	26	26	27
YIL156W-B	32	44	44	32
YIL156W	50	70	70	50
YIL155C	284	277	277	284
YIL154C	312	310	310	312
YIL153W	206	186	186	206
YIL152W	39	46	46	39
YIL151C	66	74	74	66
YIL150C	4	5	5	4
YIL149C	92	79	79	92
YIL148W	1053	1068	1068	1053
YIL147C	93	72	72	93
YIL146C	21	11	11	21
YIL145C	117	95	95	117
YIL144W	32	31	31	32
YIL143C	63	68	68	63
YIL142C-A	46	44	44	46
YIL142W	396	441	441	396
YIL141W	3	1	1	3
YIL140W	55	59	59	55
YIL139C	12	9	9	12
YIL138C	55	33	33	55
YIL137C	114	106	106	114
YIL136W	240	261	261	240
YIL135C	115	101	101	115
YIL134C-A	0	1	1	0
snR68	1	1	1	1
YIL134W	32	21	21	32
YIL133C	593	597	597	593
YIL132C	8	4	4	8
YIL131C	19	19	19	19
YIL130W	25	24	24	25
YIL129C	122	107	107	122
YIL128W	49	38	38	49
YIL127C	25	18	18	25
YIL126W	123	119	119	123
YIL125W	180	166	166	180
YIL124W	191	199	199	191
YIL123W	519	515	515	519
YIL122W	31	26	26	31
YIL121W	177	138	138	177
YIL120W	19	31	31	19
YIL119C	28	30	30	28
YIL118W	78	105	105	78
YIL117C	101	117	117	101
YIL116W	99	89	89	99
YIL115W-A	38	21	21	38
YIL115C	152	109	109	152
YIL114C	60	57	57	60
YIL113W	48	40	40	48
YIL112W	71	92	92	71
YIL111W	61	59	59	61
YIL110W	26	32	32	26
YIL109C	296	328	328	296
YIL108W	100	99	99	100
YIL107C	68	59	59	68
YIL106W	70	76	76	70
YIL105C	73	78	78	73
YIL105W-A	12	14	14	12
YIL104C	11	13	13	11
YIL103W	23	27	27	23
YIL102C-A	5	6	6	5
YIL102C	2	0	0	2
tT(AGU)I1	0	0	0	0
YIL101C	112	108	108	112
YIL100C-A	4	1	1	4
YIL100W	1	0	0	1
YIL099W	33	32	32	33
YIL098C	32	35	35	32
YIL097W	24	25	25	24
YIL096C	13	7	7	13
tI(AAU)I1	0	0	0	0
YIL095W	35	35	35	35
YIL094C	250	262	262	250
YIL093C	64	58	58	64
YIL092W	18	10	10	18
YIL091C	19	16	16	19
YIL090W	39	26	26	39
YIL089W	7	2	2	7
tE(CUC)I	0	0	0	0
YIL088C	161	143	143	161
YIL087C	38	62	62	38
YIL086C	2	1	1	2
YIL085C	74	81	81	74
YIL084C	28	25	25	28
YIL083C	49	39	39	49
YIL080W	38	32	32	38
YIL082W-A	38	32	32	38
YIL082W	9	19	19	9
tI(AAU)I2	0	0	0	0
YIL079C	21	23	23	21
YIL078W	564	589	589	564
YIL077C	42	50	50	42
YIL076W	200	175	175	200
YIL075C	653	632	632	653
YIL074C	217	223	223	217
YIL073C	10	24	24	10
YIL072W	8	6	6	8
YIL071W-A	20	21	21	20
YIL071C	31	31	31	31
YIL070C	38	38	38	38
YIL069C	329	359	359	329
YIL068W-A	10	18	18	10
YIL068C	43	54	54	43
YIL067C	105	87	87	105
YIL066W-A	9	17	17	9
YIL066C	12	10	10	12
YIL065C	50	59	59	50
YIL064W	39	44	44	39
YIL063C	61	80	80	61
YIL062C	224	208	208	224
YIL061C	17	17	17	17
YIL060W	30	29	29	30
YIL059C	32	32	32	32
YIL058W	7	5	5	7
YIL057C	23	16	16	23
tS(UGA)I	0	1	1	0
YIL056W	117	111	111	117
YIL055C	33	28	28	33
YIL054W	1	0	0	1
YIL053W	1829	1855	1855	1829
YIL052C	777	782	782	777
YIL051C	445	462	462	445
YIL050W	58	66	66	58
YIL049W	21	18	18	21
YIL048W	76	73	73	76
YIL047C-A	44	41	41	44
YIL047C	128	115	115	128
YIL046W-A	0	2	2	0
YIL046W	82	63	63	82
YIL045W	48	45	45	48
YIL044C	42	54	54	42
YIL043C	377	391	391	377
YIL042C	82	75	75	82
YIL041W	277	274	274	277
YIL040W	34	36	36	34
YIL039W	110	113	113	110
YIL038C	79	73	73	79
YIL037C	6	8	8	6
YIL036W	105	147	147	105
YIL035C	69	57	57	69
YIL034C	137	134	134	137
YIL033C	260	297	297	260
YIL032C	0	1	1	0
YIL031W	60	42	42	60
YIL030W-A	9	5	5	9
YIL030C	143	145	145	143
YIL029W-A	2	6	6	2
tK(CUU)I	0	0	0	0
YIL029C	8	6	6	8
YIL028W	17	13	13	17
YIL027C	30	35	35	30
YIL026C	23	27	27	23
YIL025C	0	0	0	0
YIL024C	15	14	14	15
YIL023C	125	100	100	125
YIL022W	175	161	161	175
YIL021W	135	115	115	135
YIL021C-A	41	39	39	41
YIL020C-A	53	50	50	53
YIL020C	23	31	31	23
YIL019W	32	28	28	32
YIL018W	2277	2184	2184	2277
YIL017C	136	118	118	136
YIL016W	62	69	69	62
YIL015W	36	39	39	36
tD(GUC)I1	0	0	0	0
YIL014C-A	6	5	5	6
tT(AGU)I2	0	0	0	0
YIL014W	62	48	48	62
YIL013C	38	28	28	38
YIL012W	1	1	1	1
YIL011W	50	39	39	50
YIL010W	42	37	37	42
YIL009C-A	19	22	22	19
tD(GUC)I2	0	0	0	0
YIL009W	45	35	35	45
YIL008W	38	33	33	38
YIL007C	39	49	49	39
YIL006W	15	23	23	15
YIL005W	71	65	65	71
YIL004C	31	26	26	31
YIL003W	24	28	28	24
YIL002W-A	23	35	35	23
YIL002C	50	59	59	50
YIL001W	10	8	8	10
YIR001C	24	32	32	24
YIR002C	42	55	55	42
YIR003W	116	142	142	116
YIR004W	71	115	115	71
YIR005W	4	3	3	4
YIR006C	383	321	321	383
tE(UUC)I	0	0	0	0
YIR007W	53	49	49	53
YIR008C	25	34	34	25
YIR009W	13	14	14	13
YIR010W	37	32	32	37
YIR011C	86	76	76	86
YIR012W	111	121	121	111
YIR013C	1	0	0	1
YIR014W	4	8	8	4
YIR015W	9	20	20	9
YIR016W	119	145	145	119
YIR017C	29	23	23	29
YIR017W-A	28	24	24	28
YIR018W	10	12	12	10
YIR018C-A	1	3	3	1
YIR019C	25	22	22	25
ICR1	21	22	22	21
YIR020C	5	5	5	5
YIR020W-A	1	0	0	1
PWR1	3	5	5	3
YIR020C-B	11	18	18	11
YIR021W	31	38	38	31
YIR021W-A	5	7	7	5
YIR022W	98	92	92	98
YIR023W	54	40	40	54
YIR023C-A	12	4	4	12
