gene_id	ERR458494_1	ERR458493_1	ERR458493_2	ERR458494_2
YGR082W	109	104	104	109
YGR083C	78	85	85	78
YGR084C	37	50	50	37
YGR085C	208	243	243	208
YGR086C	839	916	916	839
YGR087C	1	4	4	1
YGR088W	49	45	45	49
YGR089W	24	43	43	24
tT(UGU)G1	0	0	0	0
YGR090W	60	80	80	60
YGR091W	11	13	13	11
YGR092W	58	51	51	58
YGR093W	35	37	37	35
YGR094W	651	679	679	651
YGR095C	62	69	69	62
YGR096W	22	21	21	22
YGR097W	245	251	251	245
YGR098C	28	20	20	28
YGR099W	27	23	23	27
YGR100W	85	103	103	85
YGR101W	41	47	47	41
YGR102C	24	23	23	24
YGR103W	218	214	214	218
YGR104C	16	25	25	16
YGR105W	72	65	65	72
YGR106C	209	222	222	209
tL(GAG)G	0	0	0	0
tK(UUU)G2	0	0	0	0
YGR107W	1	1	1	1
YGR108W	38	41	41	38
YGR109C	2	2	2	2
tC(GCA)G	0	0	0	0
YGR109W-B	15	18	18	15
YGR109W-A	6	4	4	6
YGR110W	8	5	5	8
YGR111W	39	35	35	39
YGR112W	48	42	42	48
YGR113W	30	36	36	30
YGR114C	10	15	15	10
YGR115C	20	26	26	20
YGR116W	177	177	177	177
YGR117C	38	42	42	38
YGR118W	878	818	818	878
YGR119C	86	106	106	86
YGR120C	15	8	8	15
tN(GUU)G	0	0	0	0
YGR121C	79	79	79	79
YGR121W-A	0	0	0	0
YGR122W	29	35	35	29
YGR122C-A	1	2	2	1
tR(UCU)G3	0	0	0	0
YGR123C	44	34	34	44
tI(AAU)G	0	0	0	0
YGR124W	973	965	965	973
YGR125W	66	93	93	66
YGR126W	5	6	6	5
YGR127W	38	36	36	38
YGR128C	28	22	22	28
YGR129W	4	8	8	4
YGR130C	327	341	341	327
YGR131W	12	12	12	12
YGR132C	204	191	191	204
YGR133W	24	20	20	24
YGR134W	60	53	53	60
YGR135W	301	304	304	301
YGR136W	180	193	193	180
YGR137W	121	133	133	121
YGR138C	82	53	53	82
YGR139W	0	2	2	0
YGR140W	19	18	18	19
YGR141W	71	74	74	71
YGR142W	13	16	16	13
tA(AGC)G	0	0	0	0
YGR143W	134	124	124	134
tG(UCC)G	0	0	0	0
YGR144W	8	4	4	8
YGR145W	56	64	64	56
YGR146C	65	70	70	65
YGR146C-A	0	0	0	0
YGR147C	115	94	94	115
YGR148C	436	386	386	436
YGR149W	47	47	47	47
YGR150C	32	36	36	32
tA(UGC)G	0	0	0	0
YGR151C	24	26	26	24
YGR152C	46	55	55	46
YGR153W	10	9	9	10
YGR154C	17	21	21	17
YGR155W	549	557	557	549
YGR156W	42	32	32	42
YGR157W	170	173	173	170
YGR158C	34	28	28	34
YGR159C	558	579	579	558
YGR160W	106	122	122	106
YGR161C	267	236	236	267
YGR161W-C	37	40	40	37
YGR161W-B	0	0	0	0
YGR161W-A	0	0	0	0
YGR161C-D	2	3	3	2
YGR161C-C	0	0	0	0
tV(AAC)G2	0	0	0	0
YGR162W	268	267	267	268
YGR163W	52	52	52	52
YGR164W	1	2	2	1
tR(UCU)G2	0	0	0	0
YGR165W	42	51	51	42
YGR166W	33	49	49	33
YGR167W	242	221	221	242
YGR168C	21	21	21	21
YGR169C	24	26	26	24
YGR169C-A	39	41	41	39
YGR170W	106	70	70	106
YGR171C	21	14	14	21
YGR172C	40	41	41	40
YGR173W	35	29	29	35
tG(GCC)G1	0	0	0	0
YGR174C	45	45	45	45
YGR174W-A	2	2	2	2
YGR175C	270	305	305	270
YGR176W	24	17	17	24
YGR177C	46	30	30	46
YGR178C	233	278	278	233
YGR179C	15	34	34	15
YGR180C	510	559	559	510
tL(CAA)G3	0	0	0	0
YGR181W	64	65	65	64
YGR182C	41	52	52	41
YGR183C	35	50	50	35
YGR184C	148	141	141	148
YGR185C	232	261	261	232
YGR186W	172	209	209	172
YGR187C	26	30	30	26
YGR188C	5	4	4	5
tK(CUU)G3	0	0	0	0
YGR189C	635	604	604	635
tW(CCA)G2	0	0	0	0
YGR190C	25	17	17	25
YGR191W	144	138	138	144
YGR192C	24710	25209	25209	24710
YGR193C	106	120	120	106
YGR194C	40	51	51	40
YGR195W	51	49	49	51
YGR196C	71	72	72	71
YGR197C	29	24	24	29
YGR198W	67	65	65	67
YGR199W	44	51	51	44
YGR200C	59	68	68	59
YGR201C	23	22	22	23
YGR202C	105	100	100	105
YGR203W	28	38	38	28
YGR204W	1053	1079	1079	1053
YGR204C-A	6	5	5	6
YGR205W	65	67	67	65
YGR206W	11	11	11	11
YGR207C	56	54	54	56
YGR208W	125	119	119	125
YGR209C	378	413	413	378
YGR210C	142	147	147	142
YGR211W	86	92	92	86
YGR212W	7	13	13	7
YGR213C	23	16	16	23
YGR214W	1305	1236	1236	1305
YGR215W	26	14	14	26
YGR216C	32	33	33	32
YGR217W	34	29	29	34
tG(GCC)G2	0	0	0	0
YGR218W	149	125	125	149
YGR219W	28	36	36	28
YGR220C	54	62	62	54
YGR221C	41	30	30	41
snR7-L	0	0	0	0
snR7-S	0	0	0	0
YGR222W	26	23	23	26
YGR223C	74	64	64	74
YGR224W	42	43	43	42
YGR225W	3	4	4	3
YGR226C	1	2	2	1
YGR227W	38	35	35	38
YGR228W	35	30	30	35
YGR229C	127	131	131	127
YGR230W	14	8	8	14
YGR231C	219	237	237	219
YGR232W	46	68	68	46
YGR233C	93	86	86	93
YGR234W	534	529	529	534
YGR235C	52	43	43	52
YGR236C	1	2	2	1
YGR237C	101	110	110	101
YGR238C	24	35	35	24
YGR239C	14	12	12	14
YGR240C	1116	1154	1154	1116
YGR240C-A	3	2	2	3
YGR241C	162	148	148	162
YGR242W	15	7	7	15
YGR243W	71	63	63	71
YGR244C	254	267	267	254
YGR245C	148	137	137	148
YGR246C	63	46	46	63
YGR247W	53	43	43	53
YGR248W	68	81	81	68
YGR249W	55	65	65	55
YGR250C	146	146	146	146
YGR251W	15	15	15	15
YGR252W	59	36	36	59
YGR253C	296	287	287	296
YGR254W	4210	4158	4158	4210
YGR255C	93	82	82	93
tT(UGU)G2	0	1	1	0
YGR256W	18	9	9	18
YGR257C	86	91	91	86
YGR258C	71	58	58	71
YGR259C	51	79	79	51
YGR260W	308	310	310	308
YGR261C	89	82	82	89
YGR262C	70	71	71	70
YGR263C	24	16	16	24
YGR264C	285	283	283	285
YGR265W	10	13	13	10
YGR266W	68	69	69	68
YGR267C	201	197	197	201
YGR268C	109	114	114	109
YGR269W	10	4	4	10
YGR270W	126	137	137	126
YGR270C-A	7	2	2	7
YGR271W	82	60	60	82
YGR271C-A	10	10	10	10
YGR273C	0	0	0	0
YGR274C	48	49	49	48
YGR275W	51	44	44	51
YGR276C	48	78	78	48
YGR277C	72	63	63	72
YGR278W	15	25	25	15
YGR279C	522	586	586	522
YGR280C	44	44	44	44
YGR281W	166	153	153	166
YGR282C	1020	1032	1032	1020
YGR283C	34	30	30	34
YGR284C	95	106	106	95
YGR285C	700	687	687	700
YGR286C	85	72	72	85
YGR287C	28	30	30	28
YGR288W	21	28	28	21
YGR289C	47	57	57	47
YGR290W	5	4	4	5
YGR291C	0	0	0	0
YGR292W	2	4	4	2
YGR293C	0	1	1	0
YGR294W	0	0	0	0
YGR295C	80	55	55	80
YGR296W	0	1	1	0
YGR296C-A	0	0	0	0
YGR296C-B	0	1	1	0
YHL050C	4	8	8	4
YHL050W-A	0	3	3	0
YHL049C	0	0	0	0
YHL048C-A	0	0	0	0
YHL048W	26	24	24	26
YHL047C	276	314	314	276
YHL046W-A	22	22	22	22
YHL046C	0	2	2	0
YHL045W	1	1	1	1
YHL044W	10	19	19	10
YHL043W	4	10	10	4
YHL042W	3	3	3	3
YHL041W	0	0	0	0
YHL040C	55	57	57	55
YHL039W	36	37	37	36
YHL038C	12	17	17	12
YHL037C	0	1	1	0
YHL036W	60	73	73	60
YHL035C	93	117	117	93
YHL034W-A	229	261	261	229
YHL034C	479	539	539	479
YHL033C	800	806	806	800
YHL032C	178	174	174	178
YHL031C	61	85	85	61
YHL030W-A	51	56	56	51
YHL030W	124	118	118	124
YHL029C	36	46	46	36
YHL028W	43	46	46	43
YHL027W	146	162	162	146
YHL026C	19	23	23	19
YHL025W	187	160	160	187
YHL024W	26	29	29	26
YHL023C	52	39	39	52
tH(GUG)H	0	0	0	0
YHL022C	2	0	0	2
YHL021C	363	370	370	363
YHL020C	103	115	115	103
YHL019W-A	49	44	44	49
YHL019C	85	89	89	85
YHL018W	5	9	9	5
YHL017W	89	90	90	89
YHL016C	15	16	16	15
YHL015W-A	0	1	1	0
YHL015W	1622	1689	1689	1622
YHL014C	26	18	18	26
YHL013C	26	21	21	26
YHL012W	4	4	4	4
YHL011C	124	119	119	124
YHL010C	38	41	41	38
YHL009C	23	22	22	23
tV(AAC)H	0	0	0	0
YHL009W-B	1	2	2	1
YHL009W-A	0	2	2	0
YHL008C	54	57	57	54
YHL007C	108	116	116	108
YHL006W-A	17	12	12	17
YHL006C	12	21	21	12
YHL005C	6	5	5	6
YHL004W	83	84	84	83
YHL003C	105	88	88	105
YHL002C-A	28	24	24	28
YHL002W	110	88	88	110
YHL001W	283	294	294	283
YHR001W	48	38	38	48
YHR001W-A	29	32	32	29
YHR002W	21	12	12	21
YHR003C	41	29	29	41
YHR004C	77	63	63	77
YHR005C	64	52	52	64
YHR005C-A	154	152	152	154
tT(AGU)H	0	0	0	0
YHR006W	86	87	87	86
YHR007C	533	519	519	533
YHR007C-A	3	1	1	3
YHR008C	292	316	316	292
YHR009C	166	138	138	166
YHR010W	1320	1399	1399	1320
YHR011W	23	26	26	23
YHR012W	87	85	85	87
YHR013C	82	95	95	82
YHR014W	0	2	2	0
tS(AGA)H	0	0	0	0
tQ(UUG)H	0	0	0	0
YHR015W	0	1	1	0
YHR016C	140	131	131	140
YHR017W	45	29	29	45
YHR018C	451	369	369	451
YHR019C	752	745	745	752
YHR020W	308	325	325	308
tA(AGC)H	0	0	0	0
YHR021C	645	647	647	645
YHR021W-A	2	0	0	2
YHR022C	1	0	0	1
YHR022C-A	0	0	0	0
YHR023W	32	48	48	32
YHR024C	129	119	119	129
YHR025W	335	335	335	335
YHR026W	231	226	226	231
YHR027C	443	482	482	443
YHR028C	160	162	162	160
YHR028W-A	6	8	8	6
YHR029C	34	39	39	34
YHR030C	325	305	305	325
YHR031C	23	21	21	23
YHR032W	147	125	125	147
YHR032W-A	21	23	23	21
YHR032C-A	12	11	11	12
YHR033W	21	29	29	21
YHR034C	37	26	26	37
YHR035W	9	12	12	9
YHR036W	19	15	15	19
YHR037W	101	115	115	101
YHR038W	12	9	9	12
YHR039C	179	181	181	179
YHR039C-A	188	243	243	188
YHR040W	34	38	38	34
YHR041C	67	75	75	67
YHR042W	499	546	546	499
YHR043C	107	105	105	107
YHR044C	14	20	20	14
YHR045W	56	65	65	56
YHR046C	21	25	25	21
YHR047C	88	123	123	88
YHR048W	24	41	41	24
YHR049W	120	123	123	120
YHR049C-A	8	11	11	8
YHR050W	156	163	163	156
YHR050W-A	2	0	0	2
YHR051W	88	65	65	88
YHR052W	40	32	32	40
RUF5-1	10	3	3	10
YHR052W-A	10	3	3	10
YHR053C	10	3	3	10
YHR054C	1	0	0	1
RUF5-2	11	3	3	11
YHR054W-A	10	3	3	10
YHR055C	10	3	3	10
YHR056C	35	34	34	35
YHR056W-A	11	13	13	11
YHR057C	150	173	173	150
YHR058C	37	37	37	37
YHR059W	20	14	14	20
YHR060W	34	21	21	34
YHR061C	31	18	18	31
YHR062C	39	38	38	39
YHR063C	74	82	82	74
YHR063W-A	86	83	83	86
YHR064C	512	504	504	512
YHR065C	30	50	50	30
YHR066W	13	19	19	13
YHR067W	18	11	11	18
YHR068W	460	414	414	460
YHR069C	28	33	33	28
YHR069C-A	11	10	10	11
YHR070W	65	54	54	65
YHR070C-A	20	26	26	20
YHR071W	227	215	215	227
tF(GAA)H1	0	0	0	0
YHR071C-A	8	1	1	8
YHR072W	99	73	73	99
YHR072W-A	75	93	93	75
YHR073W	123	152	152	123
YHR073W-A	4	3	3	4
YHR073C-B	11	19	19	11
YHR074W	154	160	160	154
YHR075C	18	16	16	18
YHR076W	59	48	48	59
YHR077C	95	108	108	95
YHR078W	42	61	61	42
YHR079C	47	52	52	47
YHR079C-A	2	0	0	2
YHR080C	62	78	78	62
YHR081W	34	39	39	34
YHR082C	163	173	173	163
YHR083W	148	141	141	148
YHR084W	41	37	37	41
YHR085W	14	10	10	14
YHR086W	80	78	78	80
YHR086W-A	0	0	0	0
YHR087W	97	102	102	97
YHR088W	22	28	28	22
YHR089C	321	308	308	321
YHR090C	12	11	11	12
YHR091C	60	47	47	60
YHR092C	1545	1495	1495	1545
YHR093W	0	0	0	0
YHR094C	188	192	192	188
YHR095W	0	0	0	0
YHR096C	22	24	24	22
YHR097C	202	197	197	202
YHR098C	166	183	183	166
YHR099W	79	69	69	79
YHR100C	17	10	10	17
YHR101C	17	20	20	17
YHR102W	62	68	68	62
YHR103W	63	77	77	63
YHR104W	107	97	97	107
YHR105W	14	14	14	14
YHR106W	52	64	64	52
YHR107C	122	107	107	122
YHR108W	208	209	209	208
YHR109W	10	10	10	10
YHR110W	76	82	82	76
YHR111W	57	54	54	57
YHR112C	51	78	78	51
YHR113W	144	127	127	144
YHR114W	105	105	105	105
YHR115C	44	43	43	44
YHR116W	26	31	31	26
YHR117W	68	62	62	68
YHR118C	28	20	20	28
YHR119W	45	46	46	45
YHR120W	16	25	25	16
YHR121W	74	79	79	74
YHR122W	36	39	39	36
YHR123W	54	58	58	54
YHR124W	18	16	16	18
tF(GAA)H2	0	0	0	0
YHR125W	0	0	0	0
YHR126C	1	1	1	1
YHR127W	27	38	38	27
YHR128W	94	100	100	94
YHR129C	25	34	34	25
YHR130C	4	2	2	4
YHR131C	92	86	86	92
YHR131W-A	2	3	3	2
YHR132C	199	200	200	199
YHR132W-A	58	57	57	58
YHR133C	98	88	88	98
YHR134W	25	24	24	25
YHR135C	242	242	242	242
YHR136C	84	95	95	84
YHR137W	33	32	32	33
YHR137C-A	14	14	14	14
YHR138C	83	91	91	83
YHR139C	6	5	5	6
YHR139C-A	1	4	4	1
YHR140W	1	5	5	1
snR32	1	2	2	1
YHR141C	688	629	629	688
YHR142W	76	90	90	76
YHR143W	581	511	511	581
YHR143W-A	41	26	26	41
YHR144C	12	27	27	12
tP(UGG)H	0	0	0	0
YHR145C	0	0	0	0
YHR146W	121	139	139	121
YHR147C	34	50	50	34
YHR148W	14	12	12	14
YHR149C	39	39	39	39
YHR150W	24	25	25	24
YHR151C	28	23	23	28
YHR152W	53	48	48	53
YHR153C	1	1	1	1
YHR154W	24	29	29	24
YHR155W	33	41	41	33
snR71	0	1	1	0
YHR156C	6	11	11	6
YHR157W	0	0	0	0
YHR158C	68	85	85	68
YHR159W	19	26	26	19
YHR160C	6	5	5	6
YHR161C	162	150	150	162
YHR162W	241	249	249	241
YHR163W	152	150	150	152
YHR164C	50	35	35	50
YHR165C	96	125	125	96
YHR165W-A	2	0	0	2
YHR166C	16	21	21	16
YHR167W	14	10	10	14
YHR168W	20	24	24	20
YHR169W	17	26	26	17
YHR170W	139	103	103	139
YHR171W	32	34	34	32
YHR172W	29	22	22	29
YHR173C	5	6	6	5
YHR174W	16756	17141	17141	16756
YHR175W	94	108	108	94
YHR175W-A	6	4	4	6
YHR176W	17	18	18	17
YHR177W	18	17	17	18
YHR178W	29	24	24	29
YHR179W	975	1001	1001	975
YHR180W	8	19	19	8
YHR180W-A	0	0	0	0
YHR180C-B	0	0	0	0
tT(UGU)H	0	0	0	0
YHR181W	49	58	58	49
YHR182W	17	15	15	17
YHR182C-A	217	245	245	217
YHR183W	1092	1115	1115	1092
YHR184W	4	1	1	4
YHR185C	0	1	1	0
tV(CAC)H	0	0	0	0
YHR186C	53	64	64	53
YHR187W	38	26	26	38
YHR188C	136	143	143	136
YHR189W	16	28	28	16
YHR190W	457	497	497	457
YHR191C	35	27	27	35
YHR192W	53	57	57	53
YHR193C	1008	1047	1047	1008
YHR193C-A	3	8	8	3
YHR194W	65	77	77	65
YHR195W	136	112	112	136
YHR196W	22	28	28	22
YHR197W	27	31	31	27
YHR198C	21	28	28	21
YHR199C	115	126	126	115
YHR199C-A	17	9	9	17
YHR200W	342	328	328	342
YHR201C	88	86	86	88
YHR202W	22	20	20	22
YHR203C	932	986	986	932
YHR204W	50	60	60	50
YHR205W	95	100	100	95
YHR206W	89	88	88	89
YHR207C	26	50	50	26
YHR208W	605	654	654	605
YHR209W	52	65	65	52
YHR210C	25	30	30	25
YHR211W	27	32	32	27
YHR212C	0	0	0	0
YHR212W-A	0	0	0	0
YHR213W	0	1	1	0
YHR213W-A	0	0	0	0
YHR213W-B	1	1	1	1
YHR214W	1	1	1	1
YHR214W-A	2	1	1	2
YHR214C-B	5	9	9	5
YHR214C-C	2	3	3	2
YHR214C-D	0	0	0	0
YHR214C-E	0	0	0	0
YHR215W	50	71	71	50
YHR216W	229	211	211	229
YHR217C	0	0	0	0
YHR218W	0	0	0	0
YHR218W-A	0	1	1	0
YHR219W	0	1	1	0
YHR219C-A	0	1	1	0
YJL225C	1	0	0	1
YJL225W-A	0	0	0	0
YJL223C	0	0	0	0
YJL222W-B	0	0	0	0
YJL222W-A	0	0	0	0
YJL222W	4	2	2	4
YJL221C	0	0	0	0
YJL220W	0	0	0	0
YJL219W	2	2	2	2
YJL218W	21	17	17	21
YJL217W	198	198	198	198
YJL216C	12	16	16	12
YJL215C	0	0	0	0
YJL214W	5	8	8	5
YJL213W	53	48	48	53
YJL212C	87	100	100	87
YJL211C	63	55	55	63
YJL210W	100	113	113	100
YJL209W	16	29	29	16
YJL208C	16	19	19	16
YJL207C	41	48	48	41
YJL206C	25	18	18	25
YJL205C	14	18	18	14
YJL204C	24	25	25	24
YJL203W	22	20	20	22
YJL202C	9	7	7	9
YJL201W	28	37	37	28
YJL200C	78	78	78	78
tT(AGU)J	0	0	0	0
YJL199C	19	16	16	19
YJL198W	139	126	126	139
YJL197W	72	73	73	72
YJL197C-A	4	3	3	4
YJL196C	261	237	237	261
YJL195C	3	3	3	3
YJL194W	9	5	5	9
YJL193W	9	13	13	9
YJL192C	79	73	73	79
YJL191W	170	181	181	170
YJL190C	1124	1166	1166	1124
YJL189W	1043	1098	1098	1043
YJL188C	959	995	995	959
YJL187C	49	49	49	49
YJL186W	96	99	99	96
YJL185C	14	10	10	14
YJL184W	63	56	56	63
YJL183W	82	81	81	82
YJL182C	1	2	2	1
YJL181W	25	31	31	25
YJL180C	36	29	29	36
YJL179W	13	18	18	13
YJL178C	87	88	88	87
YJL177W	843	828	828	843
YJL176C	52	71	71	52
YJL175W	13	17	17	13
YJL174W	240	274	274	240
YJL173C	38	47	47	38
YJL172W	99	97	97	99
YJL171C	215	207	207	215
YJL170C	7	10	10	7
YJL169W	10	11	11	10
YJL168C	57	44	44	57
YJL167W	359	432	432	359
YJL166W	49	57	57	49
YJL165C	140	122	122	140
YJL164C	96	72	72	96
YJL163C	75	89	89	75
YJL162C	20	7	7	20
tE(UUC)J	0	0	0	0
YJL161W	25	19	19	25
YJL160C	24	27	27	24
YJL159W	5085	5093	5093	5085
YJL158C	947	1025	1025	947
YJL157C	58	57	57	58
YJL156W-A	6	1	1	6
YJL156C	35	31	31	35
YJL155C	84	76	76	84
YJL154C	159	160	160	159
YJL153C	10	11	11	10
YJL152W	183	161	161	183
YJL151C	378	341	341	378
YJL150W	1	0	0	1
YJL149W	25	34	34	25
snR128	2	4	4	2
snR190	1	3	3	1
YJL148W	45	64	64	45
YJL147C	9	11	11	9
YJL146W	38	36	36	38
YJL145W	58	54	54	58
YJL144W	26	23	23	26
YJL143W	203	201	201	203
YJL142C	56	68	68	56
YJL141C	210	204	204	210
YJL140W	101	114	114	101
YJL139C	37	40	40	37
YJL138C	221	268	268	221
YJL137C	19	10	10	19
YJL136W-A	0	0	0	0
YJL136C	898	892	892	898
YJL135W	1	2	2	1
YJL134W	74	77	77	74
YJL133C-A	34	40	40	34
YJL133W	56	78	78	56
YJL132W	29	33	33	29
YJL131C	17	25	25	17
YJL130C	433	435	435	433
YJL129C	127	134	134	127
YJL128C	108	103	103	108
YJL127W-A	2	2	2	2
YJL127C-B	22	27	27	22
YJL127C	22	37	37	22
YJL126W	17	24	24	17
YJL125C	25	18	18	25
YJL124C	106	99	99	106
YJL123C	184	191	191	184
YJL122W	46	36	36	46
YJL121C	157	159	159	157
YJL120W	8	22	22	8
YJL119C	7	9	9	7
YJL118W	19	22	22	19
YJL117W	146	166	166	146
YJL116C	25	21	21	25
YJL115W	94	76	76	94
tA(AGC)J	0	0	0	0
YJL114W	0	0	0	0
YJL113W	0	1	1	0
tD(GUC)J1	0	0	0	0
YJL112W	72	59	59	72
YJL111W	321	309	309	321
YJL110C	32	45	45	32
YJL109C	59	57	57	59
YJL108C	45	50	50	45
YJL107C	16	23	23	16
YJL106W	12	13	13	12
YJL105W	11	7	7	11
YJL104W	35	58	58	35
snR37	3	0	0	3
YJL103C	17	14	14	17
YJL102W	27	17	17	27
tR(ACG)J	0	0	0	0
YJL101C	153	138	138	153
YJL100W	60	62	62	60
YJL099W	41	39	39	41
YJL098W	26	31	31	26
YJL097W	84	76	76	84
YJL096W	25	27	27	25
YJL095W	49	53	53	49
YJL094C	45	52	52	45
YJL093C	83	79	79	83
YJL092W	54	54	54	54
YJL091C	32	27	27	32
YJL090C	16	17	17	16
YJL089W	0	3	3	0
YJL088W	10	6	6	10
YJL087C	23	16	16	23
YJL086C	1	1	1	1
YJL085W	38	28	28	38
YJL084C	37	39	39	37
YJL083W	21	35	35	21
YJL082W	224	213	213	224
YJL081C	69	78	78	69
YJL080C	401	480	480	401
YJL079C	239	250	250	239
YJL078C	355	370	370	355
YJL077W-B	1	3	3	1
YJL077C	19	15	15	19
YJL077W-A	4	4	4	4
YJL076W	135	134	134	135
YJL075C	17	25	25	17
YJL074C	19	20	20	19
YJL073W	41	24	24	41
YJL072C	20	24	24	20
YJL071W	22	27	27	22
YJL070C	47	45	45	47
YJL069C	28	34	34	28
YJL068C	93	84	84	93
YJL067W	49	48	48	49
YJL066C	79	93	93	79
YJL065C	65	40	40	65
YJL064W	53	30	30	53
YJL063C	120	103	103	120
YJL062W-A	80	78	78	80
YJL062W	89	90	90	89
YJL061W	52	56	56	52
YJL060W	101	126	126	101
YJL059W	23	28	28	23
YJL058C	16	6	6	16
YJL057C	45	49	49	45
YJL056C	26	37	37	26
YJL055W	205	189	189	205
YJL054W	79	80	80	79
YJL053W	70	75	75	70
YJL052C-A	1	0	0	1
YJL052W	1696	1684	1684	1696
YJL051W	33	41	41	33
YJL050W	120	111	111	120
YJL049W	20	13	13	20
YJL048C	66	53	53	66
YJL047C-A	1	1	1	1
snR60	1	0	0	1
YJL047C	35	17	17	35
YJL046W	19	21	21	19
tY(GUA)J1	0	0	0	0
tR(UCU)J1	0	0	0	0
tD(GUC)J2	0	0	0	0
YJL045W	6	14	14	6
YJL044C	58	62	62	58
YJL043W	8	6	6	8
YJL042W	190	169	169	190
YJL041W	133	120	120	133
YJL039C	63	66	66	63
tD(GUC)J3	0	0	0	0
tR(UCU)J2	0	0	0	0
YJL038C	3	2	2	3
YJL037W	1	3	3	1
tV(AAC)J	0	0	0	0
YJL036W	64	74	74	64
YJL035C	29	34	34	29
YJL034W	445	414	414	445
YJL033W	45	48	48	45
YJL032W	13	13	13	13
YJL031C	45	40	40	45
YJL030W	27	40	40	27
YJL029C	58	49	49	58
tM(CAU)J1	0	0	0	0
YJL028W	0	0	0	0
YJL027C	1	0	0	1
YJL026W	326	297	297	326
YJL026C-A	68	64	64	68
YJL025W	5	11	11	5
YJL024C	20	29	29	20
tG(GCC)J1	0	0	0	0
YJL023C	12	17	17	12
YJL022W	2	4	4	2
YJL020C	237	289	289	237
YJL020W-A	20	10	10	20
YJL019W	21	31	31	21
YJL016W	73	82	82	73
YJL015C	19	15	15	19
YJL014W	315	285	285	315
YJL013C	28	30	30	28
YJL012C	360	376	376	360
YJL011C	6	10	10	6
tK(CUU)J	0	0	0	0
tW(CCA)J	0	0	0	0
YJL010C	36	37	37	36
YJL009W	101	102	102	101
YJL008C	369	384	384	369
YJL007C	0	0	0	0
tM(CAU)J2	0	0	0	0
YJL006C	8	7	7	8
tL(UAA)J	0	0	0	0
YJL005W	183	183	183	183
YJL004C	31	31	31	31
YJL003W	19	20	20	19
YJL002C	186	162	162	186
YJL001W	292	309	309	292
YJR001W	121	131	131	121
YJR002W	84	89	89	84
YJR003C	16	31	31	16
YJR004C	26	37	37	26
YJR005W	87	65	65	87
YJR005C-A	1	3	3	1
YJR006W	68	65	65	68
YJR007W	136	130	130	136
YJR008W	66	54	54	66
YJR009C	6115	6271	6271	6115
YJR010W	39	36	36	39
YJR010C-A	18	14	14	18
YJR011C	15	16	16	15
YJR012C	29	33	33	29
YJR013W	43	35	35	43
YJR014W	123	128	128	123
YJR015W	145	138	138	145
YJR016C	941	831	831	941
YJR017C	193	175	175	193
YJR018W	86	86	86	86
YJR019C	100	92	92	100
YJR020W	16	18	18	16
YJR021C	61	62	62	61
YJR022W	13	4	4	13
YJR023C	13	6	6	13
YJR024C	58	71	71	58
YJR025C	70	66	66	70
YJR027W	179	347	347	179
YJR026W	44	95	95	44
YJR029W	180	342	342	180
YJR028W	44	93	93	44
YJR030C	27	35	35	27
YJR031C	45	43	43	45
YJR032W	19	23	23	19
YJR033C	54	55	55	54
YJR034W	23	28	28	23
YJR035W	38	31	31	38
YJR036C	33	31	31	33
YJR037W	13	7	7	13
YJR038C	6	6	6	6
YJR039W	53	71	71	53
YJR040W	71	74	74	71
YJR041C	24	31	31	24
YJR042W	63	65	65	63
YJR043C	16	21	21	16
tM(CAU)J3	0	0	0	0
YJR044C	70	65	65	70
YJR045C	958	994	994	958
YJR046W	55	65	65	55
tS(AGA)J	0	1	1	0
YJR047C	94	79	79	94
YJR048W	21	20	20	21
YJR049C	86	109	109	86
YJR050W	27	15	15	27
YJR051W	90	75	75	90
tG(GCC)J2	0	0	0	0
YJR052W	36	32	32	36
YJR053W	3	4	4	3
YJR054W	21	19	19	21
tR(CCU)J	0	0	0	0
YJR055W	9	4	4	9
tD(GUC)J4	0	0	0	0
YJR056C	14	14	14	14
tY(GUA)J2	0	0	0	0
YJR057W	24	13	13	24
YJR058C	40	60	60	40
YJR059W	234	232	232	234
YJR060W	67	69	69	67
YJR061W	28	28	28	28
YJR062C	38	48	48	38
YJR063W	24	35	35	24
YJR064W	273	255	255	273
YJR065C	279	243	243	279
YJR066W	105	102	102	105
YJR067C	14	21	21	14
YJR068W	69	65	65	69
YJR069C	62	53	53	62
YJR070C	197	207	207	197
YJR071W	24	22	22	24
YJR072C	201	198	198	201
YJR073C	239	259	259	239
YJR074W	75	54	54	75
YJR075W	114	102	102	114
YJR076C	145	140	140	145
YJR077C	233	264	264	233
YJR078W	4	4	4	4
YJR079W	9	7	7	9
YJR080C	61	63	63	61
YJR082C	28	28	28	28
YJR083C	22	30	30	22
YJR084W	47	42	42	47
YJR085C	154	173	173	154
YJR086W	18	21	21	18
YJR087W	27	16	16	27
YJR088C	44	42	42	44
YJR089W	30	39	39	30
YJR090C	68	64	64	68
YJR091C	167	185	185	167
YJR092W	69	56	56	69
YJR093C	57	65	65	57
YJR094C	8	5	5	8
YJR094W-A	524	572	572	524
YJR095W	3	1	1	3
YJR096W	87	81	81	87
YJR097W	0	0	0	0
YJR098C	13	6	6	13
YJR099W	25	25	25	25
YJR100C	30	32	32	30
tL(UAG)J	0	0	0	0
YJR101W	63	40	40	63
YJR102C	16	21	21	16
YJR103W	237	224	224	237
YJR104C	2296	2209	2209	2296
YJR105W	542	568	568	542
YJR106W	26	36	36	26
YJR107W	27	25	25	27
YJR108W	5	4	4	5
