Geneid;ERR458493;ERR458494;;;;
YLR163W-A;5;5;;;;
YLR164W;23;19;;;;
YLR165C;15;11;;;;
YLR166C;36;43;;;;
YLR167W;4548;4434;;;;
YLR168C;21;20;;;;
YLR169W;37;20;;;;
YLR170C;55;49;;;;
YLR171W;35;41;;;;
YLR172C;116;128;;;;
YLR173W;51;71;;;;
YLR174W;11;14;;;;
YLR175W;442;412;;;;
YLR176C;37;36;;;;
YLR177W;234;225;;;;
YLR178C;173;184;;;;
YLR179C;389;428;;;;
YLR180W;693;636;;;;
YLR181C;58;58;;;;
YLR182W;49;63;;;;
YLR183C;23;20;;;;
YLR184W;0;0;;;;
YLR185W;59;51;;;;
YLR185W;464;468;;;;
YLR186W;48;56;;;;
YLR187W;31;28;;;;
YLR188W;72;86;;;;
YLR189C;84;89;;;;
YLR190W;47;61;;;;
YLR191W;30;25;;;;
YLR192C;284;292;;;;
YLR193C;22;19;;;;
YLR194C;607;572;;;;
YLR195C;60;77;;;;
YLR196W;128;122;;;;
YLR197W;265;235;;;;
YLR198C;51;35;;;;
YLR199C;29;34;;;;
YLR199C;0;0;;;;
YLR200W;28;36;;;;
YLR201C;39;41;;;;
YLR202C;5;3;;;;
YLR202C;11;4;;;;
YLR203C;138;118;;;;
YLR204W;94;106;;;;
YLR205C;19;18;;;;
YLR206W;296;282;;;;
YLR207W;92;85;;;;
YLR208W;208;222;;;;
YLR209C;64;58;;;;
YLR210W;9;17;;;;
YLR211C;15;7;;;;
YLR211C;1;0;;;;
YLR212C;38;33;;;;
YLR213C;9;9;;;;
YLR214W;136;160;;;;
YLR215C;17;15;;;;
YLR216C;243;247;;;;
YLR217W;36;48;;;;
YLR218C;99;72;;;;
YLR219W;158;133;;;;
YLR220W;122;128;;;;
YLR221C;62;57;;;;
YLR222C;40;27;;;;
YLR222C-A;1;4;;;;
YLR223C;29;33;;;;
YLR224W;106;105;;;;
YLR225C;111;117;;;;
YLR226W;10;11;;;;
YLR227C;21;20;;;;
tL(UAG)L1;0;0;;;;
tL(UAG)L1;0;0;;;;
YLR227W-B;0;0;;;;
YLR227W-A;0;0;;;;
YLR227W-B;9;15;;;;
YLR228C;125;116;;;;
YLR229C;217;229;;;;
YLR230W;121;115;;;;
tI(UAU)L;0;0;;;;
tI(UAU)L;0;0;;;;
YLR231C;63;56;;;;
YLR232W;14;7;;;;
YLR233C;12;15;;;;
YLR234W;11;14;;;;
YLR235C;2;2;;;;
YLR236C;3;2;;;;
YLR237W;42;35;;;;
YLR238W;26;32;;;;
YLR239C;39;25;;;;
YLR240W;45;42;;;;
YLR241W;115;121;;;;
YLR242C;13;7;;;;
YLR243W;29;27;;;;
YLR244C;228;190;;;;
YLR245C;14;12;;;;
YLR246W;25;25;;;;
tL(CAA)L;0;0;;;;
tL(CAA)L;0;0;;;;
YLR247C;69;56;;;;
YLR248W;197;217;;;;
YLR249W;3335;3271;;;;
YLR250W;104;102;;;;
YLR251W;25;26;;;;
YLR252W;15;13;;;;
YLR253W;79;83;;;;
YLR254C;26;31;;;;
YLR255C;2;2;;;;
YLR256W;272;297;;;;
YLR256W-A;4;4;;;;
tA(AGC)L;0;0;;;;
YLR257W;546;510;;;;
YLR258W;793;742;;;;
YLR259C;742;735;;;;
YLR260W;35;30;;;;
YLR261C;23;25;;;;
YLR262C;54;48;;;;
YLR262C-A;118;113;;;;
YLR263W;12;6;;;;
YLR264W;202;186;;;;
YLR264C-A;46;40;;;;
YLR265C;9;15;;;;
YLR266C;57;31;;;;
YLR267W;36;32;;;;
YLR268W;76;64;;;;
YLR269C;20;17;;;;
YLR270W;104;103;;;;
YLR271W;23;22;;;;
YLR272C;34;19;;;;
tV(AAC)L;0;0;;;;
YLR273C;9;5;;;;
YLR274W;48;48;;;;
YLR275W;1;0;;;;
YLR275W;9;7;;;;
YLR276C;106;87;;;;
YLR277C;33;35;;;;
YLR278C;105;97;;;;
YLR279W;8;9;;;;
YLR280C;10;8;;;;
YLR281C;14;11;;;;
YLR282C;1;2;;;;
YLR283W;9;18;;;;
YLR284C;26;26;;;;
YLR285W;69;50;;;;
YLR285C-A;11;17;;;;
YLR286C;1299;1261;;;;
YLR286W-A;274;283;;;;
YLR287C;15;16;;;;
YLR287C-A;408;403;;;;
YLR287C-A;43;42;;;;
YLR288C;31;36;;;;
YLR289W;16;18;;;;
YLR290C;20;16;;;;
YLR291C;48;59;;;;
YLR292C;56;47;;;;
YLR293C;734;723;;;;
YLR294C;31;36;;;;
YLR295C;66;54;;;;
YLR296W;0;0;;;;
YLR297W;7;15;;;;
YLR298C;32;29;;;;
YLR299W;130;136;;;;
YLR299C-A;20;20;;;;
YLR300W;689;623;;;;
YLR301W;151;156;;;;
tL(UAG)L2;0;0;;;;
tL(UAG)L2;0;0;;;;
YLR302C;0;0;;;;
YLR303W;0;0;;;;
tI(AAU)L1;0;0;;;;
YLR304C;487;502;;;;
YLR305C;127;116;;;;
YLR306W;0;0;;;;
YLR306W;10;8;;;;
YLR307W;2;2;;;;
YLR307C-A;0;0;;;;
YLR308W;0;0;;;;
YLR309C;71;79;;;;
YLR310C;111;121;;;;
YLR311C;1;0;;;;
YLR312C;9;14;;;;
YLR312W-A;28;27;;;;
YLR313C;7;5;;;;
YLR314C;214;224;;;;
YLR315W;10;14;;;;
YLR316C;53;65;;;;
YLR317W;21;28;;;;
YLR316C;1;2;;;;
YLR316C;0;0;;;;
YLR318W;9;7;;;;
YLR319C;39;34;;;;
YLR320W;24;26;;;;
YLR321C;25;33;;;;
YLR322W;5;5;;;;
YLR323C;12;11;;;;
YLR324W;86;90;;;;
YLR325C;580;598;;;;
YLR326W;13;16;;;;
YLR327C;599;536;;;;
tS(GCU)L;0;1;;;;
tS(GCU)L;0;0;;;;
YLR328W;85;76;;;;
YLR329W;3;1;;;;
YLR329W;2;9;;;;
YLR330W;382;353;;;;
YLR331C;50;51;;;;
YLR332W;186;172;;;;
tD(GUC)L2;0;0;;;;
snR61;3;1;;;;
snR55;0;0;;;;
snR57;0;2;;;;
YLR333C;324;306;;;;
YLR334C;0;0;;;;
tE(UUC)L;0;0;;;;
YLR335W;123;132;;;;
YLR336C;9;10;;;;
YLR337C;284;330;;;;
YLR338W;61;64;;;;
YLR339C;1186;1243;;;;
YLR340W;3352;3364;;;;
YLR341W;2;1;;;;
YLR342W;1005;963;;;;
YLR342W-A;7;3;;;;
YLR343W;21;23;;;;
tR(CCG)L;0;0;;;;
YLR344W;62;64;;;;
YLR344W;513;524;;;;
YLR345W;100;94;;;;
YLR346C;16;11;;;;
YLR347C;101;80;;;;
YLR347W-A;10;8;;;;
YLR348C;176;184;;;;
YLR349W;66;94;;;;
YLR350W;298;302;;;;
YLR351C;194;161;;;;
YLR352W;42;43;;;;
YLR353W;47;46;;;;
YLR354C;581;558;;;;
YLR355C;1175;1079;;;;
YLR356W;52;30;;;;
YLR357W;80;75;;;;
YLR358C;30;26;;;;
YLR359W;616;637;;;;
YLR360W;35;41;;;;
YLR361C;36;32;;;;
YLR361C-A;15;18;;;;
YLR362W;45;51;;;;
YLR363C;13;12;;;;
YLR363W-A;6;6;;;;
YLR364W;4;5;;;;
YLR365W;0;1;;;;
YLR364C-A;0;0;;;;
YLR366W;0;1;;;;
YLR367W;113;105;;;;
snR44;11;12;;;;
YLR367W;194;204;;;;
YLR368W;23;18;;;;
YLR369W;39;51;;;;
YLR370C;124;115;;;;
YLR371W;101;90;;;;
YLR372W;252;218;;;;
YLR373C;46;52;;;;
YLR374C;43;53;;;;
YLR375W;191;205;;;;
YLR376C;17;16;;;;
YLR377C;9;12;;;;
tK(UUU)L;0;0;;;;
tK(UUU)L;0;0;;;;
YLR378C;237;247;;;;
YLR379W;29;37;;;;
YLR380W;79;84;;;;
YLR381W;22;14;;;;
YLR382C;64;55;;;;
YLR383W;38;39;;;;
YLR384C;174;149;;;;
YLR385C;2;2;;;;
YLR386W;44;42;;;;
YLR387C;132;117;;;;
YLR388W;324;326;;;;
snR34;4;4;;;;
YLR389C;117;128;;;;
YLR390W;33;31;;;;
YLR390W-A;602;540;;;;
YLR392C;30;35;;;;
YLR393W;16;17;;;;
YLR394W;56;41;;;;
YLR395C;49;65;;;;
YLR396C;34;26;;;;
YLR397C;49;44;;;;
YLR398C;96;82;;;;
YLR399C;177;169;;;;
YLR399W-A;11;18;;;;
YLR400W;8;3;;;;
YLR401C;49;64;;;;
YLR402W;4;0;;;;
YLR403W;60;68;;;;
YLR404W;22;8;;;;
YLR405W;27;28;;;;
YLR406C;266;285;;;;
YLR406C;78;87;;;;
YLR406C-A;0;0;;;;
YLR407W;12;13;;;;
YLR408C;10;2;;;;
YLR409C;49;44;;;;
YLR410W;126;111;;;;
YLR410W-B;0;0;;;;
YLR410W-A;0;0;;;;
YLR410W-B;6;6;;;;
YLR411W;2;4;;;;
YLR412W;37;27;;;;
YLR412C-A;0;0;;;;
YLR413W;367;364;;;;
YLR414C;273;260;;;;
YLR415C;1;0;;;;
YLR416C;3;0;;;;
YLR417W;58;44;;;;
YLR418C;65;50;;;;
YLR419W;24;34;;;;
tL(UAA)L;0;0;;;;
YLR420W;149;155;;;;
YLR421C;93;106;;;;
YLR422W;63;69;;;;
YLR423C;6;11;;;;
YLR424W;7;11;;;;
tN(GUU)L;0;0;;;;
YLR425W;59;37;;;;
YLR426W;3;3;;;;
YLR426W;35;36;;;;
YLR427W;100;85;;;;
YLR428C;20;25;;;;
YLR429W;229;236;;;;
YLR430W;113;121;;;;
YLR431C;33;29;;;;
YLR432W;367;327;;;;
YLR433C;34;28;;;;
YLR434C;3;2;;;;
YLR435W;25;26;;;;
YLR436C;85;98;;;;
YLR437C;70;92;;;;
YLR437C-A;20;22;;;;
YLR438W;118;141;;;;
YLR438C-A;118;117;;;;
YLR439W;72;56;;;;
YLR440C;47;54;;;;
YLR441C;1081;1012;;;;
YLR442C;42;55;;;;
YLR443W;69;77;;;;
YLR444C;23;24;;;;
YLR445W;0;0;;;;
YLR445W;1;0;;;;
YLR446W;22;14;;;;
YLR447C;325;337;;;;
YLR448W;18;18;;;;
YLR448W;307;283;;;;
YLR449W;254;219;;;;
YLR450W;172;146;;;;
YLR451W;46;49;;;;
YLR452C;47;39;;;;
YLR453C;12;9;;;;
YLR454W;93;80;;;;
tI(AAU)L2;0;0;;;;
YLR455W;20;18;;;;
YLR456W;6;6;;;;
YLR457C;12;12;;;;
YLR458W;1;2;;;;
YLR459W;42;39;;;;
YLR460C;6;9;;;;
YLR461W;0;1;;;;
YLR462W;0;1;;;;
YLR463C;0;1;;;;
YLR464W;0;0;;;;
YLR465C;0;0;;;;
YLR466W;1;9;;;;
YLR464W;0;0;;;;
YLR466C-A;0;6;;;;
YLR466C-B;0;0;;;;
YLR467W;1;10;;;;
YLR467C-A;0;6;;;;
YML133C;0;1;;;;
YML133W-B;0;0;;;;
YML133W-A;0;0;;;;
YML133C;0;0;;;;
YML132W;0;0;;;;
YML131W;49;52;;;;
YML130C;73;74;;;;
YML129C;91;92;;;;
YML128C;190;215;;;;
YML127W;80;89;;;;
YML126C;281;272;;;;
YML125C;166;186;;;;
YML124C;273;284;;;;
YML124C;5;1;;;;
YML123C;1134;1158;;;;
YML122C;1;1;;;;
YML121W;48;32;;;;
YML120C;160;164;;;;
YML119W;39;38;;;;
YML118W;19;15;;;;
YML117W;340;314;;;;
YML116W-A;82;91;;;;
YML116W;58;63;;;;
YML115C;128;99;;;;
YML114C;62;57;;;;
YML113W;17;19;;;;
YML112W;16;22;;;;
YML111W;89;79;;;;
YML110C;144;153;;;;
YML109W;27;23;;;;
YML108W;8;9;;;;
YML107C;26;22;;;;
YML106W;303;309;;;;
YML105C;74;67;;;;
YML104C;21;16;;;;
YML103C;80;68;;;;
snR85;1;4;;;;
YML102W;73;77;;;;
YML101C-A;11;12;;;;
YML101C;33;30;;;;
YML100W-A;0;4;;;;
YML100W;952;964;;;;
YML099W-A;8;12;;;;
YML099C;49;52;;;;
YML098W;54;78;;;;
YML097C;17;16;;;;
YML096W;42;35;;;;
YML095C;7;9;;;;
YML094C-A;23;31;;;;
YML094W;1;1;;;;
YML094W;49;43;;;;
YML093W;87;86;;;;
YML092C;185;176;;;;
YML091C;104;82;;;;
YML090W;2;1;;;;
YML089C;0;0;;;;
YML088W;98;115;;;;
YML087C;7;12;;;;
YML086C;160;121;;;;
YML085C;235;248;;;;
YML085C;10;4;;;;
YML084W;0;1;;;;
YML083C;14;12;;;;
YML082W;47;40;;;;
YML081C-A;46;40;;;;
YML081W;64;72;;;;
YML080W;17;10;;;;
YML079W;49;60;;;;
YML078W;175;163;;;;
YML077W;19;25;;;;
YML076C;42;32;;;;
YML075C;146;132;;;;
YML074C;575;616;;;;
YML073C;908;840;;;;
YML073C;87;85;;;;
YML072C;272;270;;;;
YML071C;59;56;;;;
tR(UCU)M2;0;0;;;;
YML070W;182;194;;;;
YML069W;203;217;;;;
YML068W;26;40;;;;
YML067C;100;86;;;;
YML067C;4;1;;;;
YML066C;12;9;;;;
YML065W;37;45;;;;
YML064C;35;37;;;;
YML063W;1303;1270;;;;
YML062C;53;39;;;;
YML061C;39;44;;;;
YML060W;12;5;;;;
YML059C;57;66;;;;
YML058W-A;13;7;;;;
YML058W;165;156;;;;
YML057C-A;20;20;;;;
YML057W;187;143;;;;
YML056C;367;361;;;;
snR54;0;1;;;;
YML056C;77;59;;;;
YML055W;21;23;;;;
YML054C;14;17;;;;
YML054C-A;2;3;;;;
tY(GUA)M1;0;0;;;;
tY(GUA)M1;0;0;;;;
YML053C;31;51;;;;
YML052W;113;130;;;;
YML051W;77;73;;;;
YML050W;9;14;;;;
YML049C;113;80;;;;
YML048W;284;304;;;;
YML047W-A;0;0;;;;
YML047C;1;0;;;;
YML046W;27;19;;;;
tG(GCC)M;0;0;;;;
YML045W;3;2;;;;
YML045W-A;3;2;;;;
YML045W;2;0;;;;
YML043C;4;4;;;;
YML042W;27;25;;;;
YML041C;16;24;;;;
tP(UGG)M;0;0;;;;
tP(UGG)M;0;0;;;;
YML039W;0;0;;;;
YML040W;0;0;;;;
YML039W;1;0;;;;
YML038C;71;73;;;;
YML037C;9;6;;;;
YML036W;10;16;;;;
YML036W;0;4;;;;
YML035C;109;123;;;;
YML034C-A;10;13;;;;
YML034W;49;44;;;;
YML034W;17;13;;;;
YML032C;98;95;;;;
YML031C-A;15;7;;;;
YML031W;134;133;;;;
YML030W;55;48;;;;
YML029W;81;79;;;;
YML028W;2510;2378;;;;
YML027W;11;20;;;;
YML026C;844;818;;;;
YML026C;118;121;;;;
YML025C;56;52;;;;
YML025C;1;2;;;;
YML024W;30;34;;;;
YML024W;760;689;;;;
YML023C;25;25;;;;
YML022W;151;156;;;;
YML021C;38;44;;;;
YML020W;53;28;;;;
YML019W;70;54;;;;
YML018C;80;76;;;;
YML017W;0;0;;;;
YML017W;62;59;;;;
YML016C;87;77;;;;
YML015C;48;38;;;;
YML014W;52;60;;;;
YML013W;90;113;;;;
YML012C-A;36;37;;;;
YML012W;346;338;;;;
YML011C;21;20;;;;
YML010W;469;453;;;;
YML009W-B;198;172;;;;
YML009C-A;91;71;;;;
YML009C;49;39;;;;
YML008C;487;439;;;;
YML007C-A;1;0;;;;
YML007W;135;148;;;;
YML006C;44;59;;;;
tS(AGA)M;0;0;;;;
YML005W;19;12;;;;
YML004C;156;165;;;;
YML003W;2;4;;;;
YML002W;37;39;;;;
YML001W;99;88;;;;
YMR001C;50;61;;;;
YMR001C-A;0;2;;;;
YMR002W;232;240;;;;
YMR003W;5;11;;;;
YMR004W;63;68;;;;
YMR005W;49;50;;;;
YMR006C;191;171;;;;
YMR007W;8;8;;;;
YMR008C;430;421;;;;
YMR009W;66;59;;;;
YMR010W;89;73;;;;
YMR011W;3927;3836;;;;
tE(UUC)M;0;0;;;;
YMR012W;284;280;;;;
YMR013C;17;18;;;;
YMR013C-A;4;1;;;;
snR78;0;0;;;;
snR77;1;1;;;;
snR76;2;1;;;;
snR75;0;0;;;;
snR74;0;0;;;;
snR73;0;0;;;;
YMR013W-A;0;0;;;;
snR72;0;0;;;;
YMR014W;56;48;;;;
YMR015C;74;42;;;;
YMR016C;112;114;;;;
YMR017W;5;3;;;;
YMR018W;3;4;;;;
YMR019W;47;41;;;;
YMR020W;81;95;;;;
YMR021C;24;17;;;;
YMR022W;89;96;;;;
YMR023C;21;31;;;;
tA(AGC)M1;0;0;;;;
YMR024W;51;59;;;;
YMR025W;3;6;;;;
YMR026C;33;47;;;;
YMR027W;160;145;;;;
YMR028W;31;21;;;;
YMR029C;62;52;;;;
YMR030W;20;26;;;;
YMR031C;276;277;;;;
YMR031W-A;6;1;;;;
YMR032W;52;54;;;;
YMR030W-A;3;1;;;;
YMR033W;2;4;;;;
YMR033W;55;64;;;;
YMR034C;15;15;;;;
YMR035W;29;34;;;;
YMR036C;17;13;;;;
YMR037C;74;75;;;;
YMR038C;188;178;;;;
YMR039C;194;177;;;;
YMR040W;8;4;;;;
YMR041C;30;36;;;;
tF(GAA)M;0;0;;;;
tF(GAA)M;0;0;;;;
YMR042W;25;27;;;;
YMR043W;177;161;;;;
YMR044W;47;55;;;;
YMR045C;24;14;;;;
YMR046C;12;15;;;;
YMR045C;9;14;;;;
YMR046W-A;0;0;;;;
tH(GUG)M;0;0;;;;
YMR047C;161;138;;;;
YMR048W;29;17;;;;
YMR049C;52;49;;;;
tV(AAC)M1;0;0;;;;
YMR050C;3;0;;;;
YMR051C;0;0;;;;
YMR050C;0;0;;;;
tW(CCA)M;0;0;;;;
tW(CCA)M;0;0;;;;
YMR052W;5;7;;;;
YMR052C-A;3;4;;;;
YMR053C;41;46;;;;
YMR054W;210;192;;;;
YMR055C;11;14;;;;
YMR056C;22;22;;;;
YMR057C;2;2;;;;
YMR058W;436;440;;;;
YMR059W;4;10;;;;
YMR060C;23;28;;;;
YMR061W;53;44;;;;
YMR062C;111;99;;;;
YMR063W;14;7;;;;
YMR064W;27;29;;;;
YMR065W;9;7;;;;
YMR066W;21;18;;;;
YMR067C;44;46;;;;
YMR068W;39;34;;;;
YMR069W;3;5;;;;
YMR070W;97;98;;;;
YMR071C;107;99;;;;
YMR072W;118;109;;;;
YMR073C;25;24;;;;
YMR074C;70;79;;;;
YMR075W;13;22;;;;
YMR075C-A;5;5;;;;
YMR076C;25;35;;;;
tV(AAC)M2;0;0;;;;
YMR077C;16;10;;;;
YMR078C;20;24;;;;
YMR079W;4;4;;;;
YMR079W;81;70;;;;
YMR080C;147;153;;;;
YMR081C;70;89;;;;
YMR082C;0;0;;;;
YMR083W;511;536;;;;
YMR084W;16;9;;;;
YMR085W;27;41;;;;
YMR086W;69;86;;;;
YMR086C-A;8;8;;;;
YMR087W;22;25;;;;
YMR088C;98;91;;;;
YMR089C;143;131;;;;
YMR090W;40;39;;;;
YMR091C;66;76;;;;
YMR092C;172;172;;;;
YMR093W;46;24;;;;
YMR094W;2;3;;;;
YMR095C;2;3;;;;
YMR096W;35;51;;;;
YMR097C;21;22;;;;
YMR098C;25;18;;;;
tD(GUC)M;0;0;;;;
YMR099C;88;117;;;;
YMR100W;40;41;;;;
YMR101C;1;1;;;;
YMR102C;122;114;;;;
YMR103C;70;47;;;;
YMR104C;150;172;;;;
YMR105C;704;702;;;;
YMR105W-A;1;1;;;;
YMR106C;19;17;;;;
tK(CUU)M;0;0;;;;
YMR107W;0;0;;;;
YMR108W;437;369;;;;
YMR109W;215;230;;;;
YMR110C;92;123;;;;
YMR111C;24;35;;;;
YMR112C;18;17;;;;
YMR113W;33;38;;;;
YMR114C;32;31;;;;
YMR115W;25;45;;;;
YMR116C;1519;1454;;;;
snR24;1;1;;;;
YMR116C;1615;1568;;;;
YMR117C;3;1;;;;
YMR118C;6;5;;;;
tL(CAA)M;0;0;;;;
tL(CAA)M;0;0;;;;
YMR119W;73;89;;;;
YMR119W-A;32;35;;;;
YMR120C;679;630;;;;
YMR121C;71;54;;;;
YMR122C;3;7;;;;
YMR122W-A;1300;1223;;;;
YMR123W;45;51;;;;
YMR124W;124;130;;;;
YMR125W;0;0;;;;
YMR125W;66;91;;;;
YMR126C;18;13;;;;
YMR127C;13;10;;;;
YMR128W;51;60;;;;
YMR129W;88;89;;;;
YMR130W;36;21;;;;
YMR131C;153;132;;;;
YMR132C;7;6;;;;
YMR133W;9;7;;;;
YMR133W;1;0;;;;
YMR134W;20;23;;;;
YMR135C;200;220;;;;
YMR135W-A;35;29;;;;
YMR136W;170;169;;;;
YMR137C;17;12;;;;
YMR138W;16;24;;;;
YMR139W;91;91;;;;
YMR140W;54;47;;;;
YMR141C;12;8;;;;
YMR142C;1085;1040;;;;
YMR141W-A;3;2;;;;
YMR142C;35;27;;;;
YMR143W;54;59;;;;
YMR143W;757;732;;;;
YMR144W;23;27;;;;
YMR145C;304;308;;;;
YMR146C;558;557;;;;
YMR147W;8;2;;;;
YMR148W;16;21;;;;
YMR149W;179;179;;;;
YMR150C;52;57;;;;
YMR151W;6;5;;;;
YMR152W;97;87;;;;
YMR153W;34;39;;;;
YMR153C-A;7;10;;;;
YMR154C;11;22;;;;
YMR155W;31;34;;;;
YMR156C;11;12;;;;
YMR157C;30;40;;;;
YMR158W;24;36;;;;
tM(CAU)M;0;0;;;;
YMR158C-A;5;1;;;;
YMR158W-B;6;8;;;;
YMR159C;6;8;;;;
YMR160W;38;38;;;;
YMR161W;40;53;;;;
YMR162C;67;65;;;;
YMR163C;19;22;;;;
tV(AAC)M3;0;0;;;;
YMR164C;42;36;;;;
YMR165C;60;84;;;;
YMR166C;30;22;;;;
YMR167W;35;30;;;;
YMR168C;30;16;;;;
YMR169C;14;14;;;;
YMR170C;20;21;;;;
YMR171C;83;71;;;;
YMR172W;48;42;;;;
YMR172C-A;17;13;;;;
YMR173W;453;422;;;;
YMR173W-A;422;397;;;;
YMR174C;13;8;;;;
YMR175W;2;3;;;;
YMR175W-A;1;1;;;;
YMR176W;35;32;;;;
YMR177W;36;31;;;;
YMR178W;77;87;;;;
YMR179W;16;23;;;;
YMR180C;20;37;;;;
YMR181C;61;67;;;;
YMR182C;50;36;;;;
YMR182W-A;0;2;;;;
snR83;3;2;;;;
YMR183C;163;176;;;;
YMR184W;36;29;;;;
YMR185W;9;23;;;;
YMR186W;1168;1135;;;;
YMR187C;13;7;;;;
YMR188C;19;23;;;;
YMR189W;144;150;;;;
YMR190C;45;41;;;;
YMR191W;29;52;;;;
YMR192W;33;44;;;;
YMR193W;21;14;;;;
YMR193C-A;21;22;;;;
YMR194W;18;22;;;;
YMR194W;125;155;;;;
snR11;11;14;;;;
YMR194C-B;10;18;;;;
YMR194C-B;4;3;;;;
YMR194C-A;3;4;;;;
YMR195W;153;133;;;;
YMR196W;218;210;;;;
YMR197C;87;92;;;;
YMR198W;31;34;;;;
YMR199W;75;73;;;;
YMR200W;126;139;;;;
YMR201C;15;31;;;;
YMR201C;1;0;;;;
RNA170;1;3;;;;
YMR202W;433;425;;;;
YMR203W;241;203;;;;
YMR204C;22;14;;;;
YMR205C;968;948;;;;
YMR206W;34;36;;;;
YMR207C;44;37;;;;
YMR208W;82;104;;;;
YMR209C;41;38;;;;
YMR210W;67;58;;;;
YMR211W;21;22;;;;
YMR212C;63;58;;;;
YMR213W;32;41;;;;
YMR214W;99;97;;;;
YMR215W;131;106;;;;
YMR216C;80;94;;;;
YMR217W;393;378;;;;
YMR218C;50;42;;;;
YMR219W;102;118;;;;
YMR220W;98;98;;;;
YMR221C;66;53;;;;
YMR222C;41;43;;;;
YMR223W;25;16;;;;
YMR224C;30;27;;;;
YMR225C;41;48;;;;
YMR225C;9;6;;;;
YMR226C;223;236;;;;
YMR227C;57;59;;;;
YMR228W;10;12;;;;
YMR229C;109;111;;;;
YMR230W;120;126;;;;
YMR230W;412;395;;;;
YMR230W-A;2;0;;;;
YMR231W;39;46;;;;
YMR232W;1;1;;;;
YMR233W;13;14;;;;
YMR234W;37;30;;;;
YMR235C;183;160;;;;
YMR236W;121;113;;;;
YMR237W;125;102;;;;
YMR238W;220;249;;;;
tR(UCU)M1;0;0;;;;
YMR239C;11;11;;;;
YMR240C;18;31;;;;
YMR241W;92;107;;;;
YMR242C;629;603;;;;
YMR242C;25;26;;;;
YMR242W-A;1;1;;;;
YMR243C;188;184;;;;
YMR244W;1;3;;;;
YMR244C-A;26;22;;;;
YMR245W;36;33;;;;
YMR246W;559;544;;;;
snR86;61;68;;;;
YMR247C;41;46;;;;
tA(AGC)M2;0;0;;;;
YMR247W-A;3;3;;;;
YMR250W;201;183;;;;
YMR251W;23;19;;;;
YMR251W-A;480;444;;;;
YMR252C;26;25;;;;
YMR253C;25;37;;;;
YMR254C;2;2;;;;
YMR255W;40;41;;;;
YMR256C;29;19;;;;
YMR257C;19;12;;;;
YMR258C;75;77;;;;
YMR259C;38;31;;;;
YMR260C;257;272;;;;
YMR261C;239;230;;;;
YMR262W;78;92;;;;
YMR263W;38;42;;;;
YMR264W;73;84;;;;
YMR265C;63;58;;;;
YMR266W;148;177;;;;
YMR267W;29;40;;;;
YMR268C;6;5;;;;
YMR269W;18;16;;;;
YMR270C;35;33;;;;
YMR271C;15;20;;;;
tQ(CUG)M;0;0;;;;
YMR272C;211;193;;;;
YMR272W-A;35;31;;;;
YMR272W-B;3;1;;;;
YMR273C;85;82;;;;
YMR274C;19;15;;;;
YMR275C;81;91;;;;
YMR276W;520;514;;;;
YMR277W;79;82;;;;
YMR278W;81;57;;;;
YMR279C;18;17;;;;
YMR280C;38;39;;;;
YMR281W;63;56;;;;
YMR282C;18;28;;;;
YMR283C;21;19;;;;
tY(GUA)M2;0;0;;;;
tY(GUA)M2;0;0;;;;
YMR284W;18;25;;;;
YMR285C;40;35;;;;
YMR286W;35;21;;;;
YMR287C;31;32;;;;
YMR288W;35;32;;;;
YMR289W;55;50;;;;
YMR290C;102;93;;;;
YMR290W-A;8;10;;;;
YMR291W;201;194;;;;
YMR292W;0;2;;;;
YMR292W;13;11;;;;
YMR293C;16;18;;;;
YMR294W;13;18;;;;
YMR294W-A;186;178;;;;
YMR295C;364;390;;;;
YMR296C;342;321;;;;
YMR297W;791;778;;;;
YMR298W;61;57;;;;
YMR299C;20;25;;;;
YMR300C;255;259;;;;
YMR301C;71;62;;;;
YMR302C;90;90;;;;
YMR303C;31;29;;;;
YMR304W;104;114;;;;
YMR304C-A;41;27;;;;
YMR305C;533;544;;;;
YMR306W;21;17;;;;
YMR306C-A;2;0;;;;
YMR307W;1371;1391;;;;
YMR307C-A;136;156;;;;
YMR308C;194;169;;;;
YMR309C;94;91;;;;
YMR310C;24;21;;;;
YMR311C;235;180;;;;
YMR312W;39;24;;;;
YMR313C;61;61;;;;
YMR314W;295;258;;;;
YMR315W;259;202;;;;
YMR315W-A;3;1;;;;
YMR316W;96;115;;;;
YMR316C-A;36;38;;;;
YMR316C-B;4;6;;;;
YMR317W;40;41;;;;
YMR318C;465;465;;;;
YMR319C;283;269;;;;
YMR320W;7;2;;;;
YMR321C;2;2;;;;
YMR322C;0;0;;;;
YMR323W;0;1;;;;
YMR324C;0;0;;;;
YMR325W;0;0;;;;
YMR326C;0;0;;;;
YNL339C;0;2;;;;
YNL339W-B;0;0;;;;
YNL339W-A;0;0;;;;
YNL339C;0;0;;;;
YNL338W;0;0;;;;
YNL337W;0;0;;;;
YNL336W;15;13;;;;
YNL335W;3;2;;;;
YNL334C;1;2;;;;
YNL333W;6;5;;;;
YNL332W;1;2;;;;
YNL331C;14;19;;;;
YNL330C;131;109;;;;
YNL329C;55;53;;;;
YNL328C;2;3;;;;
YNL327W;391;381;;;;
YNL326C;26;31;;;;
YNL325C;28;28;;;;
YNL324W;1;0;;;;
YNL323W;61;60;;;;
YNL322C;266;292;;;;
YNL321W;132;128;;;;
YNL320W;35;33;;;;
